날짜,종가,시가,고가,저가,거래량,변동 %
2018-04-17,2453.77,2459.39,2465.63,2449.08,394.70M,-0.0015
2018-04-18,2479.98,2467.55,2486.73,2467.55,647.29M,0.0107
2018-04-19,2486.10,2483.26,2490.57,2476.51,727.03M,0.0025
2018-04-20,2476.33,2478.59,2485.15,2472.37,531.72M,-0.0039
2018-04-23,2474.11,2473.70,2478.57,2466.57,701.42M,-0.0009
2018-04-24,2464.14,2478.47,2479.32,2454.44,524.28M,-0.0040
2018-04-25,2448.81,2444.19,2453.54,2436.51,466.10M,-0.0062
2018-04-26,2475.64,2460.62,2484.09,2456.20,520.92M,0.0110
2018-04-27,2492.40,2497.75,2508.13,2484.19,464.96M,0.0068
2018-04-30,2515.38,2502.29,2515.38,2500.22,746.29M,0.0092
2018-05-02,2505.61,2515.75,2516.57,2501.71,807.59M,-0.0039
2018-05-03,2487.25,2506.94,2507.91,2487.25,614.10M,-0.0073
2018-05-04,2461.38,2486.47,2487.77,2461.38,612.02M,-0.0104
2018-05-08,2449.81,2468.45,2479.75,2444.08,714.73M,-0.0047
2018-05-09,2443.98,2450.71,2451.86,2428.79,593.37M,-0.0024
2018-05-10,2464.16,2458.67,2464.72,2448.01,490.00M,0.0083
2018-05-11,2477.71,2469.30,2483.85,2468.41,599.90M,0.0055
2018-05-14,2476.11,2482.97,2486.17,2471.91,650.71M,-0.0006
2018-05-15,2458.54,2476.87,2480.22,2456.20,712.62M,-0.0071
2018-05-16,2459.82,2446.64,2465.55,2444.67,691.81M,0.0005
2018-05-17,2448.45,2468.72,2472.82,2448.43,596.77M,-0.0046
2018-05-18,2460.65,2459.73,2461.95,2452.34,431.38M,0.0050
2018-05-21,2465.57,2464.07,2472.30,2447.69,588.09M,0.0020
2018-05-23,2471.91,2462.98,2476.86,2460.07,752.68M,0.0026
2018-05-24,2466.01,2477.48,2481.31,2457.84,638.12M,-0.0024
2018-05-25,2460.80,2452.80,2466.57,2444.77,653.59M,-0.0021
2018-05-28,2478.96,2465.00,2482.40,2463.14,708.36M,0.0074
2018-05-29,2457.25,2476.70,2479.68,2457.18,571.84M,-0.0088
